id,source,grade,semester,unit,difficulty,problem,answer,hint1,hint2,hint3,next_question
p_0064,orca,4,1,곱셈과 나눗셈,쉬움,보경은 강아지 3마리와 병아리 7마리를 키우고 있습니다. 보경의 동물들의 총 다리는 몇 개일까요?,26개,강아지와 병아리의 다리 수를 각각 계산해 보세요.,강아지 3마리의 다리 수는 어떻게 구할 수 있을까요?,"병아리 7마리의 다리 수를 구한 후, 강아지와 병아리의 다리 수를 더해보세요.",토끼 2마리와 고양이 5마리가 있습니다. 모든 동물의 총 다리 수는 몇 개일까요?
p_0065,orca,4,1,곱셈과 나눗셈,쉬움,"민구는 문구점에서 지우개 3개를 350원씩, 연필 2개를 180원씩 사서 2,000원을 지불했습니다. 민구가 거스름돈으로 얼마나 받아야 하는지 구하십시오.",590원,지우개와 연필 각각의 총 가격을 먼저 계산해 보세요.,두 항목의 가격을 더한 후 지불한 금액에서 빼 보세요.,계산 과정에서 단위(원)를 확인하며 단계별로 풀어 보세요.,"민지가 5,000원으로 공책 2권(1권당 1,200원)과 볼펜 1개(800원)를 샀다면 거스름돈은 얼마인가요?"
p_0066,orca,4,1,곱셈과 나눗셈,중간,"올해 선희 유치원생 134명에게 초콜릿 목걸이를 만들어 주려고 합니다. 초콜릿 목걸이를 만들 때 초콜릿 하나당 초콜릿 7개가 필요하다면, 초콜릿 28개가 들어 있는 봉지는 몇 개 이상 사야 하나요?",34,먼저 모든 목걸이에 필요한 초콜릿의 총 개수를 계산해 보세요.,"총 초콜릿 수를 봉지당 초콜릿 수로 나누어 필요한 봉지 수를 구한 후, 반 봉지를 어떻게 처리할지 생각해 보세요.",나눗셈 결과가 정수가 아닐 때 실제 구매해야 하는 최소 봉지 수를 결정하는 방법을 떠올려 보세요.,만약 봉지에 초콜릿이 30개씩 들어 있다면 몇 개 이상 사야 할까요?
p_0067,orca,4,1,곱셈과 나눗셈,중간,"해리는 전문 개 산책사입니다. 그는 가족들이 집을 비운 동안 개들과 함께 긴 산책을 하는 대가로 돈을 받습니다. 월요일, 수요일, 금요일에는 해리는 7마리의 개를 산책시킵니다. 화요일에는 12마리의 개를 산책시킵니다. 목요일에는 9마리의 개를 산책시킵니다. 그는 산책하는 개 한 마리당 5달러를 받습니다. 해리는 일주일에 몇 달러를 벌까요?",210달러,각 요일별로 산책시킨 개 수와 개당 금액을 곱해보세요.,월·수·금요일은 같은 개 수이므로 묶어서 계산할 수 있습니다.,각 요일의 수입을 모두 더하면 총 수입을 구할 수 있습니다.,"해리가 4주 동안 일하면 총 얼마를 벌까요? (단, 매주 같은 수의 개를 산책시킵니다.)"
p_0068,orca,4,1,곱셈과 나눗셈,중간,채드는 땅콩버터 한 스쿱을 곁들인 크래커를 샌드위치로 만듭니다. 그는 잠자리에 들기 전 밤에 이 크래커를 5개씩 먹습니다. 크래커 한 상자에는 4개의 슬리브가 있고 각 슬리브에는 28개의 크래커가 들어 있습니다. 크래커 5박스는 56일 동안 먹을 수 있습니다. 채드는 샌드위치 하나에 몇 개의 크래커를 사용하나요?,2개,크래커 5박스에 들어 있는 총 크래커 수를 먼저 계산해 보세요.,56일 동안 560개의 크래커를 먹으므로 하루 평균 사용량을 구할 수 있습니다.,하루에 5개의 샌드위치를 만들 때 필요한 크래커 수를 계산해 보세요.,"만약 채드가 하루에 7개의 샌드위치를 먹는다면, 크래커 3박스는 몇 일 동안 먹을 수 있을까요?"
p_0069,orca,4,1,곱셈과 나눗셈,중간,폴은 5층 아파트에 살고 있습니다. 그는 일주일 중 하루 동안 아파트를 세 번 왕복합니다. 각 층의 높이는 10피트입니다. 일주일 동안 그는 총 몇 피트의 수직 거리를 이동하나요?,2100피트,왕복 한 번에 몇 층을 오르내리는지 계산해 보세요.,"하루 3번 왕복할 때의 이동 거리를 먼저 구한 후, 일주일치를 계산하세요.","각 층 높이(10피트)와 층수(5층)를 곱해 1회 이동 거리를 구하고, 왕복 횟수와 일수를 곱해 총 거리를 계산하세요.","민수는 7층 아파트에 살고 있습니다. 하루에 4번 왕복할 때, 일주일 동안 이동하는 총 수직 거리는 몇 미터인가요? (단, 각 층 높이는 1.5미터)"
p_0070,orca,4,1,곱셈과 나눗셈,중간,"키키는 티 파티를 위해 오이 샌드위치 10개와 달걀 샌드위치 8개를 만들었습니다. 오이 샌드위치는 각각 4개의 삼각형으로 잘랐고, 달걀 샌드위치는 각각 2개의 직사각형으로 잘랐습니다. 손님들은 삼각형 3개와 직사각형 12개를 먹었으므로 빵 26조각을 먹었습니다. 손님들은 몇 개의 삼각형을 먹었을까요?",14개,각 샌드위치가 몇 조각으로 나뉘는지 먼저 계산해보세요.,직사각형과 삼각형이 각각 몇 개의 빵 조각을 차지하는지 비교해보세요.,총 먹은 빵 조각에서 직사각형 조각을 빼면 삼각형 조각을 구할 수 있습니다.,"만약 키키가 오이 샌드위치 5개와 달걀 샌드위치 6개를 추가로 만들었다면, 총 몇 개의 빵 조각이 있을까요?"
p_0071,orca,4,1,곱셈과 나눗셈,중간,"우고의 산은 해발 10,000피트입니다. 보리스의 산은 우고의 산보다 2,500피트 더 낮습니다. 우고가 산을 세 번 올랐다면, 보리스는 우고와 같은 높이의 산을 오르려면 몇 번이나 올라야 할까요?",4번,보리스의 산 높이를 먼저 구해보세요.,"우고가 세 번 오른 총 높이를 계산한 후, 보리스의 산 높이로 나눠보세요.","나눗셈 결과가 정수가 아닌 경우, 올림해야 합니다.","민수의 책꽂이 높이는 120cm입니다. 지수의 책꽂이는 민수의 책꽂이보다 30cm 낮습니다. 민수가 책꽂이를 5개 쌓았다면, 지수는 몇 개를 쌓아야 같은 높이가 될까요?"
p_0072,orca,4,1,곱셈과 나눗셈,중간,주황색 크레용 8개가 들어 있는 크레용 상자가 몇 개 있습니다. 파란색 크레용 5개가 들어 있는 크레용 상자가 7개 있습니다. 빨간색 크레용 11개가 들어 있는 상자가 1개 있습니다. 총 94개의 크레용입니다. 주황색 크레용 상자는 몇 개인가요?,6개,파란색과 빨간색 크레용의 총 개수를 먼저 구해보세요.,"주황색 크레용의 총 개수를 구한 후, 상자당 8개씩 나누어 보세요.",방정식 8x + 35 + 11 = 94를 풀어보세요.,"한 상자에 연필 12자루가 들어 있습니다. 5상자에는 3자루가 부족한 연필이 들어 있고, 3상자에는 4자루가 더 들어 있습니다. 전체 연필은 몇 자루인가요?"
p_0073,orca,4,1,곱셈과 나눗셈,중간,웨이드에게는 핫도그 푸드 트럭이 있습니다. 웨이드는 고객 한 명당 2달러의 팁을 받습니다. 금요일에 그는 28명의 고객에게 서비스를 제공했습니다. 토요일에는 그보다 세 배 많은 고객에게 서비스를 제공했습니다. 일요일에는 36명의 고객에게 서비스를 제공했습니다. 3일 동안 팁으로 얼마나 많은 돈을 벌었을까요?,296달러,각 요일별 고객 수와 팁을 따로 계산해 보세요.,토요일 고객 수는 금요일의 3배입니다.,최종 답을 구할 때는 세 날의 팁을 모두 더해야 합니다.,한 가게에서 사과 15개를 45달러에 구입했습니다. 사과 1개의 가격은 얼마인가요? 그리고 사과 20개를 구입하면 총 얼마인가요?
p_0074,orca,4,1,곱셈과 나눗셈,중간,"루이즈는 연필을 정리하면서 연필을 색깔별로 정리하기로 결정했습니다. 각 상자에는 20개의 연필이 들어 있습니다. 빨간색 연필은 20개, 파란색 연필은 2배인 40개, 노란색 연필은 40개, 빨간색과 파란색 연필을 합친 개수만큼 초록색 연필이 있습니다. 루이즈에게 몇 개의 상자가 필요하나요?",8,각 색깔별 연필 개수를 먼저 정리해 보세요.,각 색깔별 연필 개수를 상자당 20개로 나누어 상자 수를 구하세요.,모든 색깔의 상자 수를 더하면 총 필요한 상자 수를 알 수 있습니다.,"각 상자에 15개의 연필을 담을 수 있다면, 루이즈는 몇 개의 상자가 필요할까요?"
p_0075,generated,4,1,곱셈과 나눗셈,중간,민수네 반 학생들은 과학 실험 시간에 234ml들이 비커 15개를 모두 사용해 물을 채웠습니다. 이때 사용한 물의 총량은 몇 리터일까요? (1L=1000ml),3.51,먼저 비커 한 개의 용량과 총 비커 개수를 곱해보세요,계산 결과가 ml 단위이므로 리터로 변환하려면 1000으로 나누어야 합니다,"234 × 10 = 2340, 234 × 5 = 1170을 더하면 3510ml가 됩니다",학교에서 운동회 준비를 위해 420m 길이의 리본을 21명의 학생들에게 똑같이 나누어 주려고 합니다. 각 학생은 몇 미터(m)의 리본을 받을 수 있을까요?
p_0076,generated,4,1,곱셈과 나눗셈,어려움,한 상자에 120개의 사과가 들어 있습니다. 25상자의 사과를 모두 판매하면 총 몇 개의 사과를 판 것일까요?,3000,25를 20과 5로 나누어 계산해 보세요.,120 × 20은 120을 20번 더한 값입니다.,120 × 5는 600입니다.,한 상자에 150개의 배가 들어 있습니다. 18상자의 배를 모두 판매하면 총 몇 개의 배를 판 것일까요?
p_0077,generated,4,1,곱셈과 나눗셈,어려움,한 상자에 210개의 연필이 들어 있습니다. 13상자의 연필을 모두 꺼내면 총 몇 개의 연필이 있을까요?,2730,13을 10과 3으로 나누어 계산해 보세요.,210 × 10은 210을 10번 더한 값입니다.,210 × 3은 630입니다.,한 상자에 170개의 지우개가 들어 있습니다. 16상자의 지우개를 모두 꺼내면 총 몇 개의 지우개가 있을까요?
p_0078,generated,4,1,곱셈과 나눗셈,어려움,한 상자에 135개의 사탕이 들어 있습니다. 22상자의 사탕을 모두 판매하면 총 몇 개의 사탕을 판 것일까요?,2970,22를 20과 2로 나누어 계산해 보세요.,135 × 20은 135를 20번 더한 값입니다.,135 × 2는 270입니다.,한 상자에 145개의 초콜릿이 들어 있습니다. 17상자의 초콜릿을 모두 판매하면 총 몇 개의 초콜릿을 판 것일까요?
p_0079,generated,4,1,곱셈과 나눗셈,어려움,한 상자에 240개의 볼펜을 들어 있습니다. 17상자의 볼펜을 모두 꺼내면 총 몇 개의 볼펜이 있을까요?,4080,17을 10과 7로 나누어 계산해 보세요.,240 × 10은 240을 10번 더한 값입니다.,240 × 7은 1680입니다.,한 상자에 190개의 샤프가 들어 있습니다. 23상자의 샤프를 모두 꺼내면 총 몇 개의 샤프가 있을까요?
p_0080,generated,4,1,곱셈과 나눗셈,어려움,한 상자에 155개의 지우개가 들어 있습니다. 19상자의 지우개를 모두 꺼내면 총 몇 개의 지우개가 있을까요?,2945,19는 20에서 1을 뺀 수입니다.,155 × 20을 계산한 후 155를 빼세요.,155 × 20은 3100입니다.,한 상자에 165개의 공책이 들어 있습니다. 14상자의 공책을 모두 꺼내면 총 몇 개의 공책이 있을까요?
p_0081,generated,4,1,곱셈과 나눗셈,어려움,"공장에 245개의 상자가 있고, 각 상자에는 36개의 볼트가 들어 있습니다. 모든 볼트를 40개씩 묶어 포장할 때, 몇 개의 포장이 완성될까요?",18,먼저 모든 볼트의 총 개수를 구하세요.,총 볼트 수를 40으로 나누어 몇 개의 포장이 가능한지 계산하세요.,40개씩 12묶음이 480개임을 이용해 최종 포장 수를 구하세요.,"공장에서 245개의 상자에 36개의 볼트를 넣고, 40개씩 포장할 때 총 몇 개의 포장이 완성되나요?"
p_0082,generated,4,1,곱셈과 나눗셈,어려움,"한 상자에 250개의 연필이 들어 있고, 12개의 상자가 있습니다. 이 연필들을 30개씩 묶어 포장할 때 몇 개의 포장이 완성될까요?",100,모든 연필의 총 개수를 먼저 구하세요.,총 연필 수를 30으로 나누어 포장 수를 구하세요.,계산 결과가 나누어 떨어지는지 확인하세요.,250개의 연필이 든 상자 12개를 30개씩 포장할 때 몇 개의 포장이 완성되나요?
p_0083,generated,4,1,곱셈과 나눗셈,어려움,"공장에 245개의 상자가 있습니다. 각 상자에는 36개의 볼트가 들어 있습니다. 볼트의 총 개수는 몇 개인지 구하시오. (단, 계산 과정에서 245×30과 245×6을 따로 계산한 후 더해야 합니다.)",8820,36을 30과 6으로 나누어 계산한 후 결과를 더해보세요.,245×30은 245×3×10으로 계산할 수 있습니다.,245×6은 200×6 + 40×6 + 5×6으로 나누어 계산하세요.,"한 상자에 42개의 너트가 들어 있을 때, 245개의 상자에 들어 있는 너트의 총 개수는 몇 개인가요?"
p_0084,generated,4,1,평면도형의 이동,쉬움,"민준이는 정사각형 모양의 종이를 오른쪽으로 3칸 밀었습니다. 처음 위치가 (0,0)에서 (0,1), (1,0), (1,1)이라면 이동 후 (1,1)의 점은 어디로 갈까요?","(1,4)",오른쪽으로 밀면 y좌표가 어떻게 변할까요?,x좌표는 그대로이고 y좌표만 3 증가합니다.,처음 y좌표가 1이므로 1+3=4가 됩니다.,"정사각형을 왼쪽으로 2칸 밀었을 때 (2,5)의 점은 어디로 갈까요?"
p_0085,generated,4,1,평면도형의 이동,쉬움,"정사각형을 시계 방향으로 90도 돌렸을 때, 점 (1,2)의 새로운 위치는 어디일까요?","(2,0)",시계 방향 회전은 좌표를 어떻게 바꾸나요?,x와 y를 바꾸고 x에 -1을 곱합니다.,"1과 2를 바꾸고 1에 -1을 곱하면 (2,-1)입니다.","점 (3,4)를 시계 방향으로 90도 돌리면 어디일까요?"
p_0086,generated,4,1,평면도형의 이동,쉬움,"직사각형 ABCD를 오른쪽으로 2칸 밀고, 위로 1칸 밀었을 때 점 D의 최종 위치는 어디일까요? (처음 위치: A(0,0), B(0,3), C(2,3), D(2,0))","(2,4)",이동 방향과 순서를 확인하세요.,"x좌표에 +2, y좌표에 +1을 합니다.","2+2=4, 0+1=1이므로 (4,1)입니다.",같은 직사각형을 아래로 3칸 밀고 왼쪽으로 1칸 밀면 점 B는 어디일까요?
p_0087,generated,4,1,평면도형의 이동,쉬움,"점 (5,7)을 시계 방향으로 90도 회전한 후, 오른쪽으로 3칸 밀었을 때 위치는 어디일까요?","(10,2)",회전 후 이동 순서를 따르세요.,회전 시 x와 y를 바꾸고 x에 -1을 곱합니다.,"5와 7을 바꾸고 5에 -1을 곱하면 (7,-5)입니다.","점 (1,4)를 반시계 방향으로 90도 회전한 후 아래로 2칸 밀면 어디일까요?"
p_0088,generated,4,1,평면도형의 이동,쉬움,"정사각형을 시계 방향으로 90도 회전한 후, 위로 2칸 밀었을 때 점 (3,1)의 최종 위치는 어디일까요?","(1,6)",회전 후 이동 순서를 적용하세요.,회전 시 x와 y를 바꾸고 x에 -1을 곱합니다.,"3과 1을 바꾸고 3에 -1을 곱하면 (1,-3)입니다.","점 (4,2)를 반시계 방향으로 90도 회전한 후 왼쪽으로 1칸 밀면 어디일까요?"
p_0089,generated,4,1,평면도형의 이동,쉬움,"점 (2,4)를 반시계 방향으로 90도 회전한 후, 왼쪽으로 2칸 밀었을 때 위치는 어디일까요?","(-2,4)",반시계 방향 회전은 어떻게 하나요?,x와 y를 바꾸고 y에 -1을 곱합니다.,"2와 4를 바꾸고 4에 -1을 곱하면 (-4,2)입니다.","점 (5,1)을 반시계 방향으로 90도 회전한 후 아래로 3칸 밀면 어디일까요?"
